cass101,137.22.12.47,Xerox4600
mudd169,137.22.12.48,Xerox4600
will119,137.22.12.49,Xerox4600
ghue156,137.22.12.34,Xerox5550
ldc243,137.22.12.44,Xerox5550
wcc138,137.22.12.43,Xerox6360
cmc104,137.22.12.40,CanonC5051
ldc220,137.22.12.39,CanonC5051
libr400,137.22.12.39,CanonC5051
wcc020,137.22.12.41,CanonC5051
libr451a,137.22.12.57,Canon6555
sayl218a,137.22.12.53,Canon6555
libr451b,137.22.12.58,Canon6555
sayl218b,137.22.12.54,Canon6555
libr451c,137.22.12.59,Canon6555
